urls,channel_name,author,text,time,votes,sentiment,polarity,photo
https://youtu.be/a7c8BArQs-s,Molita Lin,devi Shelvia,"Pengen bgt pake behel, biar gigiku rapih 😢 gak PD bgt dah, kalo senyum, apalagi ketawa, soalnya gigiku renggang yg dpan, trus rahangnya agak maju juga. Malu kadang 😞 minimal usia brpa ya klo mau pke behel, cz usiaku uda 29 thn",2 bulan yang lalu,0,positive,99.87%,https://yt3.ggpht.com/ytc/AMLnZu9FD5YoqlpHOXwdlUNrCy1XtWkBXRk74foBdZ1IuD5R_B_ZcFqvBE4AnrQgfOTU=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Azmi Zahra Dzakiyyah,warna karet behel yg bagus apa ya kaa,2 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-RXApNb1CJKFAstPf7XFOvrgaZyCgbxoGb8xfw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Diana Moreira,"Habis lepas behel, KK pake retainer gigi gak ? Tolong di bls iya kak.",2 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/OUrO54XHICu2lVjNYjDAdrYpclf_ndCBhtSVg-5cjUDgjQnTri78hm-I9IIvO5WBVYfDi4L6=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,ONE milion,"Gigi aku termasuk rapi tapi tipe yg open bite, jadi gigi depan gak saling sentuh pas mingkem, semoga bisa pasang behel biar makin pede kalo ketawa 😭",3 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu9zqwvRVXp2uRdZUrCw5zvBSnTFOwu9H1KXOZw1J_WqUjD83GFMtvCBXBsRiNTY=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Muhammad Farhan Afriansyah,Kalo mau ngerapihin gigi hrus di cabut dulu kah giginya apa langsung padang aja?,3 bulan yang lalu,0,negative,99.86%,https://yt3.ggpht.com/2HtoRCq3Ota6MNyV3Uze0R6XuyGzPK7dYxbRw6Q1hHuuZr0PccSxzXfVuVIPZLdgSB7DI94U-Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Dody Media Channel,Cantik bgt,3 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu_Nk22sPWGRjWq8qW9l8Kn9xpT1IYfGabwbkT_y2w=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Nadia Ss,Sekedar saran kyknya cici ini bakal lebih cantik kalo giginya dicabut atas 2 bawah 2 deh. Soalnya lebih pas aja di mukanya. Giginya terlalu on point,3 bulan yang lalu,0,negative,99.93%,https://yt3.ggpht.com/ytc/AMLnZu_S2ShWhUgChClEuqYnBYHnxFnZaK6BXx8ICA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Umi Latifah,Thanks kak atas infonya.... bermanfaat banget.....moga lancar kedepannya and sukses kakak.....jangan lupa doain a juga kak AQ juga lagi sedih banget nih.....AQ pngn PD percaya diri....pngn banget.....aq juga kalau senyum itu kaku banget...,3 bulan yang lalu,1,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu9uhVXIk5JM6H7Cr0SOYUvN3jvQRbTqkqYbBfTvBvkRDREtcNpx2wuu1TDsL3cv=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Cyntia Tatum,"Kok mahal banget sy pakai behel psgnya 3,5",4 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu812veXgm5ym8eyd3Q2CL_Ts4RU72-0o-4wk-iZ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Siti Maftukhah,Kakak ny cntik bgt,4 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu9BZbJUJNivmTNyTXygIpgNDwCvCZieYLZQ0A=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Umi Latifah,Sampek sampel kesemutan......berbicara aja nggak PD sama sekali padahal AQ pngn rencana mengamalkan ilmu......aq sedih banget kak......tapi dibalik kesedihan itu AQ harus percaya.....kalu kita bersyukur kenikmatan pasti akan bertambah di surat Ibrahim ayat 7 or 8.....bersyukur dalam hati harus ikhlas moga dengan positif thinking AQ husnudzon AQ dapat di berikan jalan kemudahan oleh Allah امين امين يا رب العالمين,3 bulan yang lalu,1,positive,99.96%,https://yt3.ggpht.com/ytc/AMLnZu9uhVXIk5JM6H7Cr0SOYUvN3jvQRbTqkqYbBfTvBvkRDREtcNpx2wuu1TDsL3cv=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,⚔️പോരാളി ⚔️,എന്റെ മുകളിൽ ഉള്ള നിരയിലെയും താഴത്തെ നിരയിലെയും മുന്നിൽ ഉള്ള 6 പല്ലുകൾ  അതായത് മുകളിൽ ഉള്ള 6എണ്ണവും താഴെ ഉള്ള 6 എണ്ണവും വലിപ്പം കൂടുതൽ ഉണ്ട്  ഒരു വശത്തെ കൂർത്ത പല്ല് മുതൽ മറ്റേ വശത്തെ കൂർത്ത പല്ല് വരെ.. മുന്നിലെ പല്ലുകൾ ഒപ്പം കടിച്ചു പിടിച്ചാൽ കോട്ട്പല്ലടക്കം ഉള്ള മറ്റു പല്ലുകൾക്ക്‌ കടി ശെരിയാകില്ല താഴത്തെ പല്ലുകളും മുകളിലത്തെ പല്ലുകളും വിട്ട് നിൽക്കുന്നു  പിന്നെ താഴത്തെ താടി എല്ല് ചെറുതാണ്  ഇത് ശെരിയാക്കാൻ പറ്റുമോ,4 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/1t42wwmBL7yHcEu7JHbrm-hyMd1mvLSQxb3FcJpKLhlLZa6sZe5VE5gIHup_kblRRoKi7nrYgQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Anita Eva,found this video right after I took off my braces! bener banget yg kaka bilang harus ke dokter sp.ortho yg bagus untuk dapet hasil yang bagus. aku udah pake selama 4 tahun karena kondisi gigiku lebih parah dan setelah lepas masih harus pakai retainer tapi nggak nyesel karena hasilnya memuaskan :D,5 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-gLttSChYnzbDDYAi896dC8LWSrINu4wRY_Tk_qQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,rina Efendi,"Katanya dah pasang behel,..hrs pasang retainer slma 6 bln???",5 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-WEXpzZRsxTxOqbtPu56PvQt0AXrx_INV4iw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,ALDOS Tiytid Tok,Eh yang metal gw kira 150 rebu,5 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu8-hkQL6CAw96aIDAiD2JK9VbfG1fjOoqKkoB9Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Indah Nirmala Said,"Setelah lepas behel, kak molita pakai retainer atau tidak?",5 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu-5rKuLpnyME2VvoRFfbIhqZlmZD8pQuHiKjW73bg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Annisa Ayu,"Kak pas KK pasang behel , gigi bungsu nya harus operasi dulu atau engga",5 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-zQ4LOhmjjWf2w5is5TITIBHWegBjHY9UBLynxJQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Larasati Dhyandra Tatiana,Kak bikin braces journey lagi dong,6 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/UF9dCwMIGyRjZCEDRsXvKvX0tn3UGnigoT1_0YT9gUzLqAKDqbIHJMlChey9PfFrFCo7cGMxXg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Riska Nuansa A,Cantik bgt,6 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu9Na48xRtTsvvbchodiOrRjB9uTq3OjSabn1Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,noname,Kak     behel     nya     harganya berapa ya,6 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-muSuIndxzs-68m26y2dZ7GePrfZH8OPwGg1-vU8_TxHIZe0vIQQBwQSToTA3y=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,ST. Hardianti,"Awal pasang behel lgsung nnton video ini karna kasus giginya hampir sama, tp kenapa di aku udh setahun tp blm ada perubahan yg signifikan kirain sm kyk cici gak nyampe setahun. Pengen ganti dkter tp gak enak 🙃",6 bulan yang lalu,0,neutral,99.88%,https://yt3.ggpht.com/ytc/AMLnZu_gmFlOVg1Fm8WBEv7BVWCamhGKBQ-syIHVSld5JA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Wilda Karisma,Kawat giginya yg isi karet kah atau enggak?,6 bulan yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu-cElHbTdGyBCt6BC3fNWZzOdAJ0wKSFfZl2vBClA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,austin taylor,"klo mau pasang bawa aja ke tempat saya,15 menit sudah terpasang dengan biaya 35 ribu",6 bulan yang lalu,1,positive,99.98%,https://yt3.ggpht.com/mQBNKGFF8nizmmZSBip_p-yWV-ERxzXb5umYgpheyFFAoB9IfIY7sITwVLgeYtZk6V8T6smF=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Fendi Pratama,"Ka mau tanya, apa bener kalau pasang behel bentuk bibir misalkan tebal jadi agak terlihat tipis?
Trims ya ka",6 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/YYI_apij_bduT37vsnX43kTu54x8lmOGOJsDDGicz8gS4il4_IHwwnKUbVOizRp3bmeDKQum=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Cindy Maurits,kalo abis lepas behel apa giginya balik brantakan lagi kayak semula? kok aku liat bbrp temenku lepas behel balik jd brantakan lg yah,7 bulan yang lalu,0,negative,99.92%,https://yt3.ggpht.com/ytc/AMLnZu_7AO4KqwVsTmvRfgSvQUc8rCP6jMQQJ70Acg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,NANDA FENTI KHARISMA TAMPUBOLON,Pakai behel ngilu selama 2 minggu,7 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu9J4VslN8PSH_98i4IUPMHr1Iw6IPvWFcN4Yw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,hj shopiah,Gw sih g mau pke behel ntar sholat g sah wudhunya🗿,7 bulan yang lalu,1,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu99UhUwno9qKui6JDlwnIHZ8kw0XKM8B6ExEw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Issy Tanifan,Pasang behel di dokter gigi atau dokter orto ya??,7 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/OT9R14jqBroyDfhDCaMLqKjdxA67EVPM6ed2vc0Ie3HOIdBnwO-nMpEmA8Z2NEebgZL8CxvARA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Ansenora Bekris,"Kak Molita mau tanya itu alamat dokternya di Depok? Dokter Dian ( nick’s dental )
Alamat : Ruko di bawah SMP Immanuel?",7 bulan yang lalu,0,neutral,99.95%,https://yt3.ggpht.com/ytc/AMLnZu80Eu0yBv8KSPFo4y4Mwxe8L6V4F7OHMpyBsY6ETQI=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Dapur Sederhana,Ka boleh tau itu alamat nya dimana?,7 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/jQaxR9h97SXCqgMJPi0MZ5uhakJ1_rINF35F7oScyeo0_rfKq-haDM-nfjzC90uMBLDwAxpuKQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Warna Hidup,"Oh miskahhhhhh 12 jutaaaaaaaa, bisakah merekomendasikan yg ratusan◉‿◉",7 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu8Ztuv3ifjorOvch0x1qL_bcWtyRRUBRrRY7rTS=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Michael Charles,Lama bgt 4 thn :(,4 bulan yang lalu (diedit),0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu9zEvxBSPHpBP7DE9hzbjpAaW9xUDUE_VnYXzA7gA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Anita Eva,Beda kondisi gigi. Punyaku lebih parah :(,4 bulan yang lalu,0,negative,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-gLttSChYnzbDDYAi896dC8LWSrINu4wRY_Tk_qQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,pohon kelapa,"Itu behel abal2, hasilnya makin rusak di gigi",4 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/4Cokb_SCWYX_qplvtTqRQxquIZhQyXlNhcp5sZlI6eijMPSXLZiN8jvE5IzthfcXrtfaO0kpHq0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Apple green,Setelah lepas behel wajib pakai retainer biar gk relapse giginya . Itu temen kaka pasti pada gk pakai retainer makanya berantakan lagi giginya,6 bulan yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Apple green,Kenapa gk sah ?,6 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Fajri Zakariya,"Dari mana saya bisa dapet duit apalagi jutaan, nganggur gimna tuh ? 😭😭",7 bulan yang lalu,0,neutral,99.96%,https://yt3.ggpht.com/DclunvKmTfNjiIwsg6cgD4gYJW-M5B7wD70BT85pH8LJnPzUAmG7T60RYOmhudF2__tgeNGg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,djunos casper,"kak, kalo saya lihat barisan gigi atas kok jadi lebih maju dari yang bawah.. apa rata2 hasil ny akan seperti itu ??",7 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu9FrWvigPfgD8xf4trfST04B2rLRMm9KZ3xiHBl=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Derby official,"Kak. Aku pakek behel udah 6 tahun giaman kak?.  Selama 6 tahun it baru sekali di lepas, itu pun cuma satu bulan, dan sekarang di pasang lagi.
Mohon tanggapannya kak",8 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu8ArDcMsymKQiemdVEiri3CPg56TW4Mm4o1qbFsc71wap02m4CSvN8U_n7qCmw7=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/a7c8BArQs-s,Molita Lin,Rindu Astuti,"kak penjelasan kamu ttg jenis behel benar benar ngebantu banget karena jarang ada yg jelasin sedetail ini utk pemilihan jenis behel, thank u banget kak🥰",8 bulan yang lalu,1,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu8Wekj-UAlHj8PjisPdOQ4FpxN1sY3H2ARP7g=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,ulipop,berapa total pengeluaran biaya dari pasang behel sampe perbulannya ? 🙄,1 bulan yang lalu,0,positive,99.89%,https://yt3.ggpht.com/ytc/AMLnZu-_8NlYtw2t-TkFvEqbTkvfFTDbP-xja31we6gIcnu35Snxl-NfuoKTBzhu9xCt=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Radinda,"Ka, berapa biaya yang harus dikeluarkan setelah pemasangan behel setiap bulannya?",2 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-O_vNRm8rGqWJ-ML_ctCbKb-ExplspBUWHwOBLi8RUeFSOcRqN_8N2fT-XnE60=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Cut Putri Hawada,Melawan rasa yang kita ragukan adalah hal yang menyenangkan,4 bulan yang lalu,1,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu9ntxc2qpLyFSuMshndhYjfWF-UKYERa4rHGQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Ilma Hidayah,Emng harga pasang behel berapa,5 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu_ohpsjRbBaG86x9LhTEc9OdWXTRenwMNE3nw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Ms aniee Fixie,"Baru pasang bgt,dan gak kerasa apa2 gak ngilu gak nyeri gak sakit dlll,aku juga heran 😂",5 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-Ql2_lYD8sKf4nK-7v8JsPJfPlnZGivdc_FX09yQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,KINARA LOVE YOU,Mau pasang tapi takut,6 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/S8F3fNnLTJ3qA9Gq0WHuownvap_Hk7wRXYTCj9u6tyYDA47hU6-uBay_zF3s4meIdRCG8J0oruM=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Nisrina salwa ghina Afifah,"Aku pingin di behel karna gigi aku kurang bgs, kata nya kalau mau behel gigi sakit nya minta ampun. Jd aku mau pasang behel juga ragu"" takut di cabut apa gimana, apalagi aku umur 12 tahun.",7 bulan yang lalu,0,negative,99.97%,https://yt3.ggpht.com/ytc/AMLnZu9g8I95QRMTgfq28bB_cXTzi_5wucjlS98v2z4X=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Shinta Agustina,"Saranku kalok gak perlu perlu bngt gak usah, buang duit plus nyiksa hh,, tapi yg udah pasang tetep semngttttt",7 bulan yang lalu,0,neutral,99.39%,https://yt3.ggpht.com/RYm-bRD2aDXPEb9TXSRo8CnnSXMw3q4LlCji8VtKvCccLbUOZt9KQgj-3wEslO4ALDBpe703FA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Kidstoys,"Aku pasang behel 3 jt atas bawah bebs..
Cetak gigi dulu habis itu bersihin karang gigi ( ini ngilu banget 🤣)
Pas pemasangan ga sakit sama sekali.. Yg sakit itu pas udh selesai masang.. Besok pagi nya ya ampuuunn.. Sakit semua gigi😂 ngunyah aja ga bisa wkwk tapi gpp biar sakit yg penting gigi rapi 😁",7 bulan yang lalu,0,positive,99.72%,https://yt3.ggpht.com/XhyV7qq15vTbwARiSk1g6DC5mpuaCcJUjrf2TO0YbJWCBp9XC0D1U738AuaOnCYzGN62vaveJQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,dekferdi,Itu pas masang behel nya harus di suntik gak sih kak?,7 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/Ow8WDO9rSNrk-Yrkv4QpcfjphLFG9BQLSIUUHzS2Yt2_AhPFNTK24YC0nq7uWofzdbgj2rr8QdM=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,dekferdi,Pingin pasang behel tapi takut sakit 😂😂,7 bulan yang lalu,0,negative,99.95%,https://yt3.ggpht.com/Ow8WDO9rSNrk-Yrkv4QpcfjphLFG9BQLSIUUHzS2Yt2_AhPFNTK24YC0nq7uWofzdbgj2rr8QdM=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,anisa Ramadani,Aku udah pake behel kak,8 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/F1O-j0qwiB2xqjoPQja_72vm_rMA9XK_FoD5LS2b5AsH0RyiplF3Ba05p6oflLmssfAMr-B_7fw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Laurensius Kevin,Lebih sakit dibehel atau cabut gigi sekalian di bius??,10 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu8VyN_A3VKwOFg_rHX0tlxRAW4sSnrTTUGQtg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,JoyJoy-Et-Bertran,"Yg paling ngilu tu pas proses scaling, suaranya ky mesin kikir dan pas nempel di gigi itu brrrr...",10 bulan yang lalu,0,positive,99.94%,https://yt3.ggpht.com/ytc/AMLnZu80_-go1SPunedPYtLooeGfAtaGiTpeMFsNln5C=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Agrella miow cat,Aku pengen di behel tapi takut di copotin giginya  😢😢😥😥😨😨,10 bulan yang lalu,0,negative,99.97%,https://yt3.ggpht.com/OoghNvIXb0ye3eViCt-8MtTj23WxZ38Es2Jck5CfetDAqf4bsIqP-JEH97tFrNPBJiaFzXz3=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Alfa Rizi,sakit gx kk pake behel,11 bulan yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu857_bt3tPd7ZpcdlD1UYAo4Im2KJMGp4VR03AJa9UnS9oGIQH8ElEC3Vz6v-5x=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,ABDR Sparepart,Daerah mana yaaa,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-DgSVhHRIWynRS5i-2vPL2V3SegBBHhpXZxQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Sri Subur,Berapa jam kak pasangny,1 tahun yang lalu,1,positive,54.20%,https://yt3.ggpht.com/ytc/AMLnZu8Rodd3mgby026SWuQlxOxcPLcU-CKIEycy2A=s176-c-k-c0x00ffffff-no-rj
